Obat E Katalog;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;DEPO INJ 3 BLN;AMPUL;;;;80.00;;80.00;;;0.00;0.00;;;;8750.00;;;;;80.00;;80.00;0.00;0.00;0.00;700000.00;0.00;700000.00;
31;DEXTRAN L 40%;BTL;0.00;0.00;18.00;;;18.00;31.00;;31.00;0.00;;;101970.00;;115000.00;;;18.00;;31.00;49.00;0.00;0.00;1835460.00;0.00;3565000.00;5400460.00;
32;EPERISON TAB;TAB;;;;;;0.00;1200.00;;1200.00;500.00;;;;;2000.00;;;;;700.00;700.00;0.00;0.00;0.00;0.00;1400000.00;1400000.00;
33;FARBION INJ;AMPUL;0.00;0.00;400.00;100.00;;500.00;;;0.00;25.00;;;5940.00;7000.00;;;;375.00;100.00;;475.00;0.00;0.00;2227500.00;700000.00;0.00;2927500.00;
34;FERLYN SYR;BTL;;;;;;0.00;100.00;;100.00;4.00;;;;;35000.00;;;;;96.00;96.00;0.00;0.00;0.00;0.00;3360000.00;3360000.00;
35;FENILBUTASON 200MG TAB;TAB;0.00;1000.00;0.00;;;1000.00;;;0.00;0.00;;41.30;;;;;1000.00;;;;1000.00;0.00;41300.00;0.00;0.00;0.00;41300.00;
36;FURAMIN INJ;AMP;0.00;0.00;0.00;135.00;;135.00;;;0.00;0.00;;;;13400.00;;;;;135.00;;135.00;0.00;0.00;0.00;1809000.00;0.00;1809000.00;
37;FORIMEN TETES TELINGA;BTL;0.00;;0.00;2.00;;2.00;44.00;;44.00;15.00;;28400.00;;28500.00;25000.00;;;;;31.00;31.00;0.00;0.00;0.00;0.00;775000.00;775000.00;
38;GLISERIL GLUKOAT TAB;TAB;0.00;8700.00;0.00;;;8700.00;;;0.00;0.00;;105.00;;;;;8700.00;;;;8700.00;0.00;913500.00;0.00;0.00;0.00;913500.00;
39;GLAUSETA TAB;TAB;;;;;;0.00;1500.00;;1500.00;54.00;;;;;3850.00;;;;;1446.00;1446.00;0.00;0.00;0.00;0.00;5567100.00;5567100.00;
40;GASTRUL TAB;TAB;0.00;0.00;;294.00;;294.00;;;0.00;144.00;;;;15000.00;;;;;150.00;;150.00;0.00;0.00;0.00;2250000.00;0.00;2250000.00;
41;HEYYMER 2 MG;TAB;0.00;775.00;0.00;;;775.00;;;0.00;0.00;;366.00;;;;;775.00;;;;775.00;0.00;283650.00;0.00;0.00;0.00;283650.00;
42; HIDROKLORTIAZID 25 MG TAB ;TAB;0.00;4700.00;0.00;;;4700.00;;;0.00;0.00;;399.00;;;;;4700.00;;;;4700.00;0.00;1875300.00;0.00;0.00;0.00;1875300.00;
43; HYPOBHAC 200 INJ ;AMP;;;;;;0.00;180.00;;180.00;32.00;;;;;325000.00;;;;;148.00;148.00;0.00;0.00;0.00;0.00;48100000.00;48100000.00;
44;INTERHISTIN;TAB;0.00;7700.00;0.00;;;7700.00;;;0.00;2907.00;;726.00;;;;;4793.00;;;;4793.00;0.00;3479718.00;0.00;0.00;0.00;3479718.00;
45;KETOROLAC INJ 10 MG/ML;AMP;;;;;;0.00;360.00;;360.00;4.00;;;;;9333.00;;;;;356.00;356.00;0.00;0.00;0.00;0.00;3322548.00;3322548.00;
46;KLORAMPHENIRAMINE MALEAT(CTM);TAB;0.00;1000.00;0.00;;;1000.00;;;0.00;30.00;;26.30;;;;;970.00;;;;970.00;0.00;25511.00;0.00;0.00;0.00;25511.00;
47;LACTAVIT;TAB;0.00;;;240.00;;240.00;;;0.00;30.00;;;;3733.00;;;;;210.00;;210.00;0.00;0.00;0.00;783930.00;0.00;783930.00;
48;L-BIO;BKS;;;;;;0.00;2580.00;;2580.00;84.00;;;;;8333.00;;;;;2496.00;2496.00;0.00;0.00;0.00;0.00;20799168.00;20799168.00;
49;LAPROSIN SYR;BTL;;;;;;0.00;77.00;;77.00;6.00;;;;;97000.00;;;;;71.00;71.00;0.00;0.00;0.00;0.00;6887000.00;6887000.00;
50;LANAGINKOLA;KAPSUL;;;;;;0.00;1000.00;;1000.00;0.00;;;;;9700.00;;;;;1000.00;1000.00;0.00;0.00;0.00;0.00;9700000.00;9700000.00;
51;"MELOXICAM TAB 7;5 MG ";TAB;0.00;0.00;0.00;850.00;;850.00;3150.00;;3150.00;291.00;;;;710.00;680.00;;;;559.00;3150.00;3709.00;0.00;0.00;0.00;396890.00;2142000.00;2538890.00;
52;MELOXICAM TAB 15 MG ;TAB;;;;;;0.00;4900.00;;4900.00;189.00;;;;;960.00;;;;;4711.00;4711.00;0.00;0.00;0.00;0.00;4522560.00;4522560.00;
53;MECOBALAMIN TAB;TAB;;;;;;0.00;2400.00;;2400.00;10.00;;;;;950.00;;;;;2390.00;2390.00;0.00;0.00;0.00;0.00;2270500.00;2270500.00;
54;MYOMERGIN INJ;AMP;;;;;;0.00;240.00;;240.00;114.00;;;;;5400.00;;;;;126.00;126.00;0.00;0.00;0.00;0.00;680400.00;680400.00;
55;NACL 3%;BTL500ML;0.00;0.00;34.00;;;34.00;18.00;;18.00;0.00;;;24750.00;;35000.00;;;34.00;;18.00;52.00;0.00;0.00;841500.00;0.00;630000.00;1471500.00;
56;NEURODEX TAB;TAB;;;;;;0.00;11200.00;;11200.00;400.00;;;;;760.00;;;;;10800.00;10800.00;0.00;0.00;0.00;0.00;8208000.00;8208000.00;
57;NEUROBION TAB;TAB;;;;;;0.00;1500.00;;1500.00;200.00;;;;;1900.00;;;;;1300.00;1300.00;0.00;0.00;0.00;0.00;2470000.00;2470000.00;
58;NOREPHINEPRIN INJ;AMP;;;;;;0.00;10.00;;10.00;5.00;;;;;83000.00;;;;;5.00;5.00;0.00;0.00;0.00;0.00;415000.00;415000.00;
59;OBAT BATUK HITAM;BTL;;;;;;0.00;108.00;;108.00;1.00;;;;;10000.00;;;;;107.00;107.00;0.00;0.00;0.00;0.00;1070000.00;1070000.00;
60;OKSITETRASIKLIN SALEP MATA 1%;TUBE;0.00;0.00;;10.00;;10.00;;;0.00;3.00;;;2900.00;4000.00;;;;;7.00;;7.00;0.00;0.00;0.00;28000.00;0.00;28000.00;
61;OKSITETRASIKLIN SALEP KULIT 3%;TUBE;;;;;;0.00;75.00;;75.00;2.00;;;;;3000.00;;;;;73.00;73.00;0.00;0.00;0.00;0.00;219000.00;219000.00;
62;OSSORAL 800 TAB;TAB;;;;;;0.00;8640.00;;8640.00;1293.00;;;;;5750.00;;;;;7347.00;7347.00;0.00;0.00;0.00;0.00;42245250.00;42245250.00;
63;OTILON TTS TELINGA;BTL;;;;;;0.00;144.00;;144.00;2.00;;;;;54000.00;;;;;142.00;142.00;0.00;0.00;0.00;0.00;7668000.00;7668000.00;
64;PANTOZ INJ 40 MG/PANTOPRAZOLE 40 GR;VIAL;0.00;0.00;;49.00;;49.00;70.00;;70.00;2.00;;;;55000.00;55000.00;;;;47.00;70.00;117.00;0.00;0.00;0.00;2585000.00;3850000.00;6435000.00;
65;PAPAVERIN TAB 40 MG;TAB;;;;500.00;;500.00;;;0.00;110.00;;;;200.00;;;;;390.00;;390.00;0.00;0.00;0.00;78000.00;0.00;78000.00;
66;PIGGI BAG NaCL OTSU;BTL;0.00;;0.00;31.00;;31.00;240.00;;240.00;67.00;;12700.00;;14500.00;15000.00;;;;;204.00;204.00;0.00;0.00;0.00;0.00;3060000.00;3060000.00;
67;PIRASETAM INJ 1 GR ;AMPUL;0.00;;0.00;130.00;;130.00;60.00;;60.00;10.00;;;;7000.00;21250.00;;;;120.00;60.00;180.00;0.00;0.00;0.00;840000.00;1275000.00;2115000.00;
68;PIRASETAM INJ 3 GR ;AMPUL;0.00;;0.00;112.00;;112.00;;;0.00;31.00;;19625.00;;25750.00;;;;;81.00;;81.00;0.00;0.00;0.00;2085750.00;0.00;2085750.00;
69;PIRASETAM 400 MG TAB;TAB;0.00;;0.00;200.00;;200.00;;;0.00;0.00;;516.00;;670.00;;;;;200.00;;200.00;0.00;0.00;0.00;134000.00;0.00;134000.00;
70;PIRASETAM 800 MG TAB;TAB;0.00;100.00;0.00;;;100.00;;;0.00;0.00;;921.00;;;;;100.00;;;;100.00;0.00;92100.00;0.00;0.00;0.00;92100.00;
71;PIRACETAM TAB 1200 MG;TAB;0.00;0.00;0.00;200.00;;200.00;;;0.00;0.00;;;5940.00;2000.00;;;;;200.00;;200.00;0.00;0.00;0.00;400000.00;0.00;400000.00;
72;POSAFIT TAB 250 MG;TAB;;;;330.00;;330.00;;;0.00;0.00;;;;6667.00;;;;;330.00;;330.00;0.00;0.00;0.00;2200110.00;0.00;2200110.00;
73;POLYNEL TTS MATA;STRIP;;;;;;0.00;300.00;;300.00;12.00;;;;;24000.00;;;;;288.00;288.00;0.00;0.00;0.00;0.00;6912000.00;6912000.00;
74;PRENAMIA;TAB;0.00;0.00;;700.00;;700.00;;;0.00;0.00;;;;1455.00;;;;;700.00;;700.00;0.00;0.00;0.00;1018500.00;0.00;1018500.00;
75;PROFERTIL;TAB;0.00;300.00;0.00;;;300.00;;;0.00;0.00;;16560.00;;;;;300.00;;;;300.00;0.00;4968000.00;0.00;0.00;0.00;4968000.00;
76;PSIDII CAP;KAPSUL;;;;;;0.00;1000.00;;1000.00;0.00;;;;;7100.00;;;;;1000.00;1000.00;0.00;0.00;0.00;0.00;7100000.00;7100000.00;
77;RHINOS JUNIOR SYR;BTL;;;;;;0.00;180.00;;180.00;2.00;;;;;44000.00;;;;;178.00;178.00;0.00;0.00;0.00;0.00;7832000.00;7832000.00;
78;RHINOS SR KAP;KAPSUL;0.00;0.00;0.00;1295.00;;1295.00;4100.00;;4100.00;578.00;;;6259.00;6000.00;7000.00;;;;717.00;4100.00;4817.00;0.00;0.00;0.00;4302000.00;28700000.00;33002000.00;
79;RHINOS NEO DROPS;BTL;;;;;;0.00;21.00;;21.00;3.00;;;;;57000.00;;;;;18.00;18.00;0.00;0.00;0.00;0.00;1026000.00;1026000.00;
80;SALOFALK 250;TAB;;;;;;0.00;700.00;;700.00;0.00;;;;;9350.00;;;;;700.00;700.00;0.00;0.00;0.00;0.00;6545000.00;6545000.00;
81;SCOPAMIN TAB;TAB;;;;;;0.00;2800.00;;2800.00;20.00;;;;;2400.00;;;;;2780.00;2780.00;0.00;0.00;0.00;0.00;6672000.00;6672000.00;
82;SISTENOL TAB;TAB;0.00;0.00;140.00;;;140.00;240.00;;240.00;260.00;;;2068.00;2033.00;2000.00;;;;120.00;;120.00;0.00;0.00;0.00;243960.00;0.00;243960.00;
83;SULFASALAZIN TAB 500 MG;TAB;0.00;0.00;0.00;200.00;;200.00;400.00;;400.00;0.00;;;8396.66;2770.00;2750.00;;;;200.00;400.00;600.00;0.00;0.00;0.00;554000.00;1100000.00;1654000.00;
84;TANTUM VERDE;BTL;;;;;;0.00;60.00;;60.00;3.00;;;;;25000.00;;;;;57.00;57.00;0.00;0.00;0.00;0.00;1425000.00;1425000.00;
85;THIAMPHENICOL 500 MG;KAPSUL;0.00;0.00;;100.00;;100.00;;;0.00;0.00;;;;990.00;;;;;100.00;;100.00;0.00;0.00;0.00;99000.00;0.00;99000.00;
86;TRAMADOL HCL TAB 50 MG;TAB;0.00;;527.00;;;527.00;;;0.00;0.00;;;623.26;;;;;527.00;;;527.00;0.00;0.00;328458.02;0.00;0.00;328458.02;
87;VIP ALBUMIN;KAPSUL;;;;;;0.00;7080.00;;7080.00;570.00;;;;;8333.00;;;;;6510.00;6510.00;0.00;0.00;0.00;0.00;54247830.00;54247830.00;
88;XITROL SALEP MATA;TUBE;;;;;;0.00;150.00;;150.00;6.00;;;;;46000.00;;;;;144.00;144.00;0.00;0.00;0.00;0.00;6624000.00;6624000.00;
BHP E-CATALOG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;APRON ONE PLASTIK;BKS;;;;;;0.00;152.00;;152.00;2.00;;;;;26519.00;;;;;150.00;150.00;0.00;0.00;0.00;0.00;3977850.00;3977850.00;
3;ANIOS 85 (ANIOSGEL 85);BTL 500;0.00;0.00;;2.00;;2.00;;;0.00;0.00;;;90500.00;82000.00;;;;;2.00;;2.00;0.00;0.00;0.00;164000.00;0.00;164000.00;
4;ANTISEPTIC HAND SCRUB 500 ML;BTL;;;;;475.00;475.00;;;0.00;33.00;;;;;98000.00;;;;;442.00;442.00;0.00;0.00;0.00;0.00;43316000.00;43316000.00;
5;ANTISEPTIC HAND RUB 5000 ML;GLN/5;;;;;220.00;220.00;;;0.00;5.00;;;;;621500.00;;;;;215.00;215.00;0.00;0.00;0.00;0.00;133622500.00;133622500.00;
6;ASKINA CALGITROL PASTE 15 GR;TUBE;0.00;0.00;10.00;;;10.00;;;0.00;0.00;;;86100.00;;;;;10.00;;;10.00;0.00;0.00;861000.00;0.00;0.00;861000.00;
7;ASKINA GEL 15 GR;TUBE;0.00;0.00;10.00;;;10.00;;;0.00;0.00;;;84919.80;;;;;10.00;;;10.00;0.00;0.00;849198.00;0.00;0.00;849198.00;
8;ASKINA SOFT CLEAR 9 X 10 CM;PCS;0.00;0.00;300.00;;;300.00;;;0.00;0.00;;;15015.00;;;;;300.00;;;300.00;0.00;0.00;4504500.00;0.00;0.00;4504500.00;
9;ASKINA SOFT CLEAR 9 X 15 CM;PCS;0.00;0.00;120.00;;;120.00;;;0.00;0.00;;;21630.00;;;;;120.00;;;120.00;0.00;0.00;2595600.00;0.00;0.00;2595600.00;
10;ASKINA SOFT CLEAR 9 X 25 CM;PCS;0.00;0.00;30.00;;;30.00;;;0.00;0.00;;;34650.00;;;;;30.00;;;30.00;0.00;0.00;1039500.00;0.00;0.00;1039500.00;
11;"ASKINA SORB CINTA 2;7 X 34 CM";PCS;0.00;0.00;9.00;;;9.00;;;0.00;0.00;;;102900.00;;;;;9.00;;;9.00;0.00;0.00;926100.00;0.00;0.00;926100.00;
12;ASSUCRYL 0 HSRG 38;PCS;;;;50.00;;50.00;;;0.00;0.00;;;;62810.00;;;;;50.00;;50.00;0.00;0.00;0.00;3140500.00;0.00;3140500.00;
13;ASSUCRYL 4-0 TS 19;PCS;;;;21.00;;21.00;;;0.00;0.00;;;;57978.00;;;;;21.00;;21.00;0.00;0.00;0.00;1217538.00;0.00;1217538.00;
14;AUTOCLAVE TAPE;BOX;;;;30.00;5.00;35.00;;;0.00;0.00;;;;84614.00;84600.00;;;;30.00;5.00;35.00;0.00;0.00;0.00;2538420.00;423000.00;2961420.00;
15;BIOLOGI INDICATOR FOR PLASMA;VIAL;;;;100.00;;100.00;;;0.00;0.00;;;;206338.00;;;;;100.00;;100.00;0.00;0.00;0.00;20633800.00;0.00;20633800.00;
16;BISTURI NO.20;PCS;;;;;45.00;45.00;;;0.00;45.00;;;;;3000.00;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
17;BLOOD TRANSFUSI SET;PCS;;;;;998.00;998.00;;;0.00;105.00;;;;8752.00;14395.00;;;;;893.00;893.00;0.00;0.00;0.00;0.00;12854735.00;12854735.00;
18;CATGUT CHROMIC  NO 2-0;BOX;0.00;12.00;0.00;;;12.00;;;0.00;0.00;;949554.00;;;;;12.00;;;;12.00;0.00;11394648.00;0.00;0.00;0.00;11394648.00;
19;CATGUT CHROMIC  NO 3-0;BOX;0.00;3.00;0.00;;;3.00;;;0.00;0.00;;920790.00;;;;;3.00;;;;3.00;0.00;2762370.00;0.00;0.00;0.00;2762370.00;
20;CATGUT CHROMIC  NO 4-0 (100 M);ROLL;0.00;;5.00;;;5.00;;;0.00;0.00;;949834.00;980834.00;;;;;5.00;;;5.00;0.00;0.00;4904170.00;0.00;0.00;4904170.00;
21;CERTOFIX TRIO V720;PCS;;;;1.00;;1.00;;;0.00;0.00;;;;650000.00;;;;;1.00;;1.00;0.00;0.00;0.00;650000.00;0.00;650000.00;
22;CERVICAL COLLAR;PCS;;;;;;0.00;10.00;;10.00;2.00;;;;;121968.00;;;;;8.00;8.00;0.00;0.00;0.00;0.00;975744.00;975744.00;
23;CONECTA VIGO/ 3-WAY WITH EXTENTION;PCS;;;;;;0.00;133.00;;133.00;33.00;;;;;10972.00;;;;;100.00;100.00;0.00;0.00;0.00;0.00;1097200.00;1097200.00;
24;CUTIMED SILTEC 10 CM X 10 CM;ROLL;;;;;1000.00;1000.00;1220.00;;1220.00;0.00;;;;;31756.00;;;;;2220.00;2220.00;0.00;0.00;0.00;0.00;70498320.00;70498320.00;
25;CREPE PAPER 75 CM X 75 CM;ROLL;;;;;5.00;5.00;;;0.00;0.00;;;;;6406000.00;;;;;5.00;5.00;0.00;0.00;0.00;0.00;32030000.00;32030000.00;
26;DISCOFIX;PCS;;;;;50.00;50.00;;;0.00;0.00;;;;;32150.00;;;;;50.00;50.00;0.00;0.00;0.00;0.00;1607500.00;1607500.00;
27;"ELASTIS VERBAN 15CM X 4;5 M (UNIFLEX)";ROLL;;;;;100.00;100.00;;;0.00;5.00;;;;;29189.00;;;;;95.00;95.00;0.00;0.00;0.00;0.00;2772955.00;2772955.00;
28;"ELASTIS VERBAN 10CM X 4;5 M (UNIFLEX)";ROLL;;;;;66.00;66.00;;;0.00;20.00;;;;;21406.00;;;;;46.00;46.00;0.00;0.00;0.00;0.00;984676.00;984676.00;
29;"ELASTIS VERBAN 7;5CM X 4;5 M (UNIFLEX)";ROLL;;;;;;0.00;70.00;;70.00;20.00;;;;;17515.00;;;;;50.00;50.00;0.00;0.00;0.00;0.00;875750.00;875750.00;
30;E T T NO 3;PCS;;;;8.00;;8.00;;;0.00;0.00;;;;27000.00;;;;;8.00;;8.00;0.00;0.00;0.00;216000.00;0.00;216000.00;
31;E T T NO 4;PCS;;;;8.00;;8.00;;;0.00;0.00;;;;27000.00;;;;;8.00;;8.00;0.00;0.00;0.00;216000.00;0.00;216000.00;
32;"E T T NO 4;5";PCS;;;;10.00;;10.00;;;0.00;0.00;;;;27000.00;;;;;10.00;;10.00;0.00;0.00;0.00;270000.00;0.00;270000.00;
33;E T T NO 7;PCS;;;;79.00;93.00;172.00;;;0.00;0.00;;;;27000.00;25425.00;;;;79.00;93.00;172.00;0.00;0.00;0.00;2133000.00;2364525.00;4497525.00;
34;EXTENTION TUBING;PCS;0.00;0.00;;;9.00;9.00;;;0.00;9.00;;;;;33000.00;;;;;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
35;"FEEDING TUBE NO 3;5";PCS;;;;;46.00;46.00;;;0.00;0.00;;;;;17887.00;;;;;46.00;46.00;0.00;0.00;0.00;0.00;822802.00;822802.00;
36;FEEDING TUBE NO 5;PCS;;;;;128.00;128.00;;;0.00;11.00;;;;;17887.00;;;;;117.00;117.00;0.00;0.00;0.00;0.00;2092779.00;2092779.00;
37;FEEDING TUBE NO.6;PCS;;;;;;0.00;28.00;;28.00;2.00;;;;;7739.00;;;;;26.00;26.00;0.00;0.00;0.00;0.00;201214.00;201214.00;
38;FEEDING TUBE NO 8;PCS;0.00;0.00;133.00;;50.00;183.00;;;0.00;6.00;;;8841.00;;17887.00;;;127.00;;50.00;177.00;0.00;0.00;1122807.00;0.00;894350.00;2017157.00;
39;FEEDING TUBE NO 12;PCS;;;;;47.00;47.00;;;0.00;0.00;;;;;15834.00;;;;;47.00;47.00;0.00;0.00;0.00;0.00;744198.00;744198.00;
40;FEEDING TUBE NO 16;PCS;;;;;45.00;45.00;;;0.00;11.00;;;;;15834.00;;;;;34.00;34.00;0.00;0.00;0.00;0.00;538356.00;538356.00;
41;FEEDING TUBE NO 18;PCS;;;;;145.00;145.00;;;0.00;22.00;;;;;15834.00;;;;;123.00;123.00;0.00;0.00;0.00;0.00;1947582.00;1947582.00;
42;"FLAT ROLL 7;5 CM X 200 M";ROLL;;;;2.00;12.00;14.00;;;0.00;0.00;;;;576300.00;576300.00;;;;2.00;12.00;14.00;0.00;0.00;0.00;1152600.00;6915600.00;8068200.00;
43;FLAT ROLL 10 CM X 200 M;ROLL;;;;1.00;10.00;11.00;;;0.00;0.00;;;;732240.00;732240.00;;;;1.00;10.00;11.00;0.00;0.00;0.00;732240.00;7322400.00;8054640.00;
44;FLAT ROLL 15 CM X 200 M;ROLL;;;;2.00;5.00;7.00;;;0.00;0.00;;;;1091580.00;1091580.00;;;;2.00;5.00;7.00;0.00;0.00;0.00;2183160.00;5457900.00;7641060.00;
45;FLAT ROLL 20 CM X 200 M;ROLL;;;;2.00;;2.00;;;0.00;0.00;;;;1410240.00;;;;;2.00;;2.00;0.00;0.00;0.00;2820480.00;0.00;2820480.00;
46;FLAT ROLL 25 CM X 200 M;ROLL;;;;2.00;5.00;7.00;;;0.00;0.00;;;;1701780.00;1701780.00;;;;2.00;5.00;7.00;0.00;0.00;0.00;3403560.00;8508900.00;11912460.00;
47;GELANG DEWASA BIRU;PCS;;;;;8500.00;8500.00;;;0.00;500.00;;;;;1114.00;;;;;8000.00;8000.00;0.00;0.00;0.00;0.00;8912000.00;8912000.00;
48;GELANG DEWASA KUNING;PCS;0.00;0.00;0.00;200.00;1800.00;2000.00;;;0.00;0.00;;;2200.00;1114.00;1114.00;;;;200.00;1800.00;2000.00;0.00;0.00;0.00;222800.00;2005200.00;2228000.00;
49;GELANG DEWASA PINK;PCS;0.00;0.00;0.00;;3800.00;3800.00;;;0.00;800.00;;;2200.00;1114.00;1114.00;;;;;3000.00;3000.00;0.00;0.00;0.00;0.00;3342000.00;3342000.00;
50;GELANG DEWASA UNGU;PCS;;;;;400.00;400.00;;;0.00;0.00;;;;;1114.00;;;;;400.00;400.00;0.00;0.00;0.00;0.00;445600.00;445600.00;
51;GELANG DEWASA MERAH;PCS;;;;200.00;1700.00;1900.00;;;0.00;0.00;;;;1114.00;1114.00;;;;200.00;1700.00;1900.00;0.00;0.00;0.00;222800.00;1893800.00;2116600.00;
52;GELANG ANAK BIRU;PCS;;;;;2900.00;2900.00;;;0.00;0.00;;;;;1114.00;;;;;2900.00;2900.00;0.00;0.00;0.00;0.00;3230600.00;3230600.00;
53;GELANG ANAK PINK;PCS;;;;;2300.00;2300.00;;;0.00;400.00;;;;;1114.00;;;;;1900.00;1900.00;0.00;0.00;0.00;0.00;2116600.00;2116600.00;
54;GETINGE CHECK BOWIE DICK MINI 134;PCS;;;;89.00;;89.00;;;0.00;0.00;;;;165733.00;;;;;89.00;;89.00;0.00;0.00;0.00;14750237.00;0.00;14750237.00;
55;GETINGE ASSURED EMULATING INDICATOR;PCS;;;;9.00;;9.00;;;0.00;0.00;;;;2330625.00;;;;;9.00;;9.00;0.00;0.00;0.00;20975625.00;0.00;20975625.00;
56;GETINGE ASSURED PLASMA INDICATOR;PCS;;;;2.00;;2.00;;;0.00;0.00;;;;1518438.00;;;;;2.00;;2.00;0.00;0.00;0.00;3036876.00;0.00;3036876.00;
57;"GUSSETED ROLL 7;5 X 2 CM X 100 M";ROLL;;;;;5.00;5.00;;;0.00;0.00;;;;;649520.00;;;;;5.00;5.00;0.00;0.00;0.00;0.00;3247600.00;3247600.00;
58;GUSSETED ROLL 10 X 5 CM X 100 M;ROLL;;;;;5.00;5.00;;;0.00;0.00;;;;;807220.00;;;;;5.00;5.00;0.00;0.00;0.00;0.00;4036100.00;4036100.00;
59;GUSSETED ROLL 15 X 5 CM X 100 M;ROLL;;;;;5.00;5.00;;;0.00;0.00;;;;;970200.00;;;;;5.00;5.00;0.00;0.00;0.00;0.00;4851000.00;4851000.00;
60;"GUSSETED ROLL 25 X 6;5 CM X 100 M";ROLL;;;;;5.00;5.00;;;0.00;0.00;;;;;1466500.00;;;;;5.00;5.00;0.00;0.00;0.00;0.00;7332500.00;7332500.00;
61;HAAS PANJANG 36 M X 80 CM;ROLL;0.00;;;;464.00;464.00;;;0.00;70.00;;130000.00;142500.00;145200.00;137009.00;;;;;394.00;394.00;0.00;0.00;0.00;0.00;53981546.00;53981546.00;
62;HANDSCOEN NON STERIL S;BOX;;;;;622.00;622.00;;;0.00;57.00;;;;;46200.00;;;;;565.00;565.00;0.00;0.00;0.00;0.00;26103000.00;26103000.00;
63;HANDSCOEN NON STERIL M;BOX;;;;;669.00;669.00;;;0.00;67.00;;;;;46200.00;;;;;602.00;602.00;0.00;0.00;0.00;0.00;27812400.00;27812400.00;
64;HANDSCOEN NON STERIL L;BOX;;;;;220.00;220.00;;;0.00;1.00;;;;;4620.00;;;;;219.00;219.00;0.00;0.00;0.00;0.00;1011780.00;1011780.00;
65;HIPAFIX 5CM x 10 M/AXIMED;ROLL;;;;;;0.00;352.00;;352.00;6.00;;;;;46043.00;;;;;346.00;346.00;0.00;0.00;0.00;0.00;15930878.00;15930878.00;
66;HIPAFIX 10CM x 10 M/AXIMED;ROLL;;;;;;0.00;389.00;;389.00;5.00;;;;;72292.00;;;;;384.00;384.00;0.00;0.00;0.00;0.00;27760128.00;27760128.00;
67;HIPAFIX 15CM x 10 M/AXIMED;ROLL;;;;;;0.00;63.00;;63.00;1.00;;;;;100692.00;;;;;62.00;62.00;0.00;0.00;0.00;0.00;6242904.00;6242904.00;
68;INFUS SET MAKRO/OTSUKA;PCS;0.00;0.00;;;3095.00;3095.00;;;0.00;505.00;;;7920.00;7920.00;7920.00;;;;;2590.00;2590.00;0.00;0.00;0.00;0.00;20512800.00;20512800.00;
69;INFUS SET MAKRO/TERUMO;PCS;;;;;1500.00;1500.00;;;0.00;0.00;;;;;7541.00;;;;;1500.00;1500.00;0.00;0.00;0.00;0.00;11311500.00;11311500.00;
70;INFUS SET MIKRO;PCS;0.00;0.00;20.00;;50.00;70.00;;;0.00;14.00;;;7920.00;;7920.00;;;6.00;;50.00;56.00;0.00;0.00;47520.00;0.00;396000.00;443520.00;
71;INTERNAL INDICATOR FOR STEAM KELAS 4;BOX;;;;10.00;;10.00;;;0.00;0.00;;;;683650.00;;;;;10.00;;10.00;0.00;0.00;0.00;6836500.00;0.00;6836500.00;
72;I.V CATHETER NO.18;PCS;;;;;1895.00;1895.00;;;0.00;110.00;;;;;7300.00;;;;;1785.00;1785.00;0.00;0.00;0.00;0.00;13030500.00;13030500.00;
73;I.V CATHETER NO.20;PCS;;;;;4390.00;4390.00;;;0.00;303.00;;;;;7894.00;;;;;4087.00;4087.00;0.00;0.00;0.00;0.00;32262778.00;32262778.00;
74;I.V CATHETER NO.22;PCS;;;;;2240.00;2240.00;;;0.00;252.00;;;;;8467.00;;;;;1988.00;1988.00;0.00;0.00;0.00;0.00;16832396.00;16832396.00;
75;I.V CATHETER NO.24;PCS;;;;;314.00;314.00;;;0.00;0.00;;;;;8096.00;;;;;314.00;314.00;0.00;0.00;0.00;0.00;2542144.00;2542144.00;
76;JELLY AQUA SONIC/USG GEL;GLN/5L;;;;;;0.00;24.00;;24.00;4.00;;;;;164472.00;;;;;20.00;20.00;0.00;0.00;0.00;0.00;3289440.00;3289440.00;
77;KAPAS 250 GR;ROLL;0.00;0.00;;;46.00;46.00;;;0.00;41.00;;;13750.00;;13200.00;;;;;5.00;5.00;0.00;0.00;0.00;0.00;66000.00;66000.00;
78;KASA VERBAN 4 X 15 CM;ROLL;0.00;1270.00;0.00;;;1270.00;;;0.00;350.00;;3800.00;;;;;920.00;;;;920.00;0.00;3496000.00;0.00;0.00;0.00;3496000.00;
79;LABEL INDICATOR FOR STEAM;BOX;;;;2.00;;2.00;;;0.00;0.00;;;;8809765.00;;;;;2.00;;2.00;0.00;0.00;0.00;17619530.00;0.00;17619530.00;
80;LABEL INDICATOR FOR PLASMA;BOX;;;;2.00;;2.00;;;0.00;0.00;;;;9710937.00;;;;;2.00;;2.00;0.00;0.00;0.00;19421874.00;0.00;19421874.00;
81;MITELLA KAIN;PCS;;;;;;0.00;50.00;;50.00;0.00;;;;;8316.00;;;;;50.00;50.00;0.00;0.00;0.00;0.00;415800.00;415800.00;
82;NURSE CAP;PCS;;;;65.00;;65.00;5200.00;;5200.00;635.00;;;;367.00;701.00;;;;;4630.00;4630.00;0.00;0.00;0.00;0.00;3245630.00;3245630.00;
